일련번호,이름,생년월일,나이,성별,주소,우편번호,핸드폰번호,직업,고객등급,relational_duration,recept_balance,permit_new_credit_balance,housing_new_balance,exchange_per_year,remittance_per_quantlie,smart_bank_yn,my_money_yn,income_avg,internet_bank_cnt,internet_bank_balance,apt_yn,commerce_class,etc
R00006551,한두길,1978-01-25,41,M,서울시 중랑구 면목2동,131-202,010-8998-2790,건설업,프리미엄스타,12,731048,27952212,1700000,0,0,n,n,54773832,0,0,n,pb센터,NA
R00006552,박번말,1948-03-13,71,F,서울시 서대문구 남가좌2동,120-122,010-6155-2553,보건업및사회복지서비스업,로얄스타,17,24684924,10181974,1800000,0,0,y,n,340000,11,5316000,n,콜센터,NA
R00006553,김배완,1994-07-12,25,F,서울시 도봉구 방학1동,132-021,010-5787-0676,교육서비스업,프리미엄스타,2,229826,90994449,1900000,0,0,n,n,350000,0,0,n,영업점,NA
R00006554,정점하,1986-11-05,33,F,서울시 양천구 목5동,158-055,010-8404-6197,금융및보험업,골드스타,3,7221920,7585576,2000000,0,0,n,n,360000,0,0,n,영업점,NA
R00006555,한복직,1968-06-02,51,F,서울시 마포구 공덕동,121-020,010-8760-8040,건설업,MVP스타,4,610941110,66291129,2100000,0,0,n,n,370000,0,0,n,콜센터,NA
R00006556,윤단난,1993-01-11,26,F,서울시 서대문구 홍1동,120-091,010-5450-8731,보건업및사회복지서비스업,골드스타,9,8913374,20209535,2200000,0,0,n,n,380000,0,0,n,영업점,NA
R00006557,최증석,1970-10-03,49,M,서울시 송파구 오륜동,138-151,010-9963-0123,제조업,골드스타,18,4165857,106678198,2300000,0,0,n,n,390000,16,4200000,n,영업점,NA
R00006558,김왕름,1996-07-05,23,M,서울시 은평구 응암3동,122-013,010-7531-0024,건설업,프리미엄스타,6,979210,19096184,2400000,0,0,y,n,400000,0,0,n,pb센터,NA
R00006559,손암홍,1965-09-04,54,F,서울시 구로구 고척2동,152-082,010-8023-9626,스포츠및여가관련서비스업,골드스타,12,7985959,6035027,2500000,0,0,y,n,410000,15,9456000,n,영업점,NA
R00006560,김라녀,1998-07-19,21,M,서울시 중랑구 묵1동,131-141,010-5553-3728,보건업및사회복지서비스업,프리미엄스타,5,160327,22089805,2600000,0,0,n,n,420000,0,0,n,콜센터,NA
R00006561,최팔우,1992-05-13,27,M,서울시 강동구 성내3동,134-033,010-2629-8384,제조업,프리미엄스타,8,793208,7784600,2700000,24500000,6125000,n,n,430000,0,0,n,영업점,NA
R00006562,최고보,1974-11-14,45,M,서울시 강서구 가양1동,157-201,010-2355-7516,제조업,프리미엄스타,15,97700,46797844,2800000,0,0,n,n,28449531,0,0,n,영업점,NA
R00006563,박오일,1995-06-02,24,F,서울시 노원구 상계2동,139-202,010-8447-9253,방송통신및정보서비스업,프리미엄스타,22,259079,185236416,2900000,0,0,n,n,440000,34,8268000,n,pb센터,NA
R00006564,박팔여,1964-04-28,55,F,서울시 구로구 개봉1동,152-091,010-3625-7331,과학및기술서비스업,프리미엄스타,1,264690,69084660,3000000,0,0,y,n,450000,29,324000,n,영업점,NA
R00006565,윤우중,1963-04-17,56,M,서울시 송파구 송파1동,138-171,010-6274-4446,도매및소매업,프리미엄스타,9,478028,49104999,3100000,0,0,n,n,460000,0,0,n,영업점,NA
R00006566,이제묵,1987-07-07,32,F,서울시 동작구 사당1동,156-091,010-5698-0186,도매및소매업,프리미엄스타,5,58109,14051007,83292018,0,0,n,n,470000,13,10380000,n,pb센터,NA
R00006567,민능효,1975-08-19,44,F,서울시 서초구 방배1동,137-061,010-2006-5240,제조업,골드스타,6,9383586,2379608,3300000,0,0,n,n,26119478,0,0,n,pb센터,NA
R00006568,권마님,1964-05-31,55,F,서울시 동작구 사당2동,156-092,010-8203-3703,숙박및음식점업,골드스타,15,4634545,15605041,3400000,0,0,n,n,480000,40,4164000,n,pb센터,NA
R00006569,황숭비,1977-04-04,42,M,서울시 강남구 대치4동,135-284,010-7733-1499,보건업및사회복지서비스업,프리미엄스타,20,480204,8277740,3500000,0,0,n,n,31735647,20,22968000,n,영업점,NA
R00006570,정타해,1956-10-13,63,F,서울시 중랑구 묵1동,131-141,010-8541-9753,제조업,프리미엄스타,7,258349,520448247,3600000,0,0,n,n,17469359,0,0,n,영업점,NA
R00006571,유무개,1979-11-14,40,F,서울시 강동구 천호2동,134-022,010-3498-8805,제조업,프리미엄스타,1,56647,2160177,3700000,0,0,y,n,490000,33,732000,n,콜센터,NA
R00006572,박일흥,1974-12-13,45,F,서울시 노원구 상계2동,139-202,010-1333-6308,보건업및사회복지서비스업,프리미엄스타,7,921570,82288894,3800000,0,0,n,n,46058817,15,1716000,n,영업점,NA
R00006573,서백좌,1978-01-29,41,M,서울시 용산구 청파동,140-130,010-7733-0376,제조업,골드스타,4,2252021,159424136,3900000,0,0,n,n,11207086,0,0,n,pb센터,NA
R00006574,손흔교,1969-01-12,50,M,서울시 양천구 신정6동,158-076,010-1980-1717,숙박및음식점업,프리미엄스타,17,997822,254629128,4000000,0,0,n,n,500000,0,0,n,콜센터,NA
R00006575,이초의,1978-08-30,41,M,서울시 양천구 신정3동,158-073,010-3744-6136,숙박및음식점업,로얄스타,11,18875537,54050811,84158515,0,0,n,n,510000,0,0,n,영업점,NA
R00006576,이욱응,1996-05-16,23,F,서울시 구로구 오류2동,152-102,010-1387-1224,운수업,프리미엄스타,4,664625,50729053,4200000,0,0,n,n,11518115,17,15864000,y,영업점,NA
R00006577,최균방,1980-06-15,39,M,서울시 성동구 응봉동,133-080,010-8523-0911,국방및사회보장행정,골드스타,9,4741931,57025808,4300000,0,0,n,n,520000,21,4476000,n,콜센터,NA
R00006578,조생암,1976-11-08,43,F,서울시 마포구 망원2동,121-232,010-7414-3799,부동산업및임대업,골드스타,5,1216606,14552012,144486594,0,0,n,n,530000,31,17376000,n,영업점,NA
R00006579,오란별,1967-09-03,52,M,서울시 관악구 미성동,151-014,010-5505-5026,건설업,프리미엄스타,12,91982,563084397,4500000,0,0,n,n,16421839,0,0,n,영업점,NA
R00006580,명육의,1974-01-17,45,F,서울시 강서구 발산1동,157-281,010-3713-3239,수리및기타개인서비스업,골드스타,15,9290988,21656034,4600000,0,0,y,n,540000,20,3900000,n,영업점,NA
R00006581,김령양,1953-06-16,66,F,서울시 은평구 녹번동,122-020,010-1521-5481,운수업,골드스타,7,1775306,23584792,4700000,0,0,n,n,550000,0,0,n,영업점,NA
R00006582,김처야,1982-04-11,37,F,서울시 구로구 신도림동,152-070,010-9733-3771,제조업,프리미엄스타,14,565615,5279140,4800000,0,0,n,n,560000,20,1452000,n,영업점,NA
R00006583,박계택,1968-02-01,51,M,서울시 송파구 가락본동,138-169,010-8862-5089,숙박및음식점업,프리미엄스타,4,520250,432589513,4900000,0,0,n,n,88111905,0,0,n,pb센터,NA
R00006584,조금홍,1995-09-28,24,M,서울시 금천구 가산동,153-023,010-2070-3903,건설업,프리미엄스타,18,347126,14776786,5000000,0,0,n,n,21652201,22,17952000,n,pb센터,NA
R00006585,노군섭,1967-09-20,52,F,서울시 송파구 마천1동,138-121,010-2059-8419,건설업,프리미엄스타,1,738057,3805220,5100000,0,0,n,n,570000,34,288000,n,영업점,NA
R00006586,이면월,1986-09-08,33,M,서울시 동대문구 장안1동,130-101,010-3556-2149,제조업,프리미엄스타,23,550631,1154878,5200000,0,0,y,n,580000,36,11364000,n,영업점,NA
R00006587,권중극,1992-01-08,27,M,서울시 동대문구 장안1동,130-101,010-5056-5847,보건업및사회복지서비스업,프리미엄스타,10,882363,749956949,5300000,0,0,n,n,10396847,0,0,n,콜센터,NA
R00006588,이곤연,1993-02-01,26,M,서울시 성동구 왕십리도선동,133-040,010-5242-8699,제조업,로얄스타,17,21079293,32989196,5400000,0,0,n,n,79789958,31,22020000,n,영업점,NA
R00006589,최문식,1990-03-16,29,M,서울시 강서구 화곡8동,157-018,010-7462-4240,제조업,프리미엄스타,19,437335,96105026,5500000,0,0,n,n,590000,15,9120000,n,영업점,NA
R00006590,김걸송,1949-05-30,70,M,서울시 용산구 후암동,140-190,010-9420-9668,보건업및사회복지서비스업,프리미엄스타,17,82480,25661070,5600000,0,0,n,n,600000,14,2244000,n,영업점,NA
R00006591,한입대,1996-10-11,23,M,서울시 강남구 논현1동,135-011,010-5834-0928,도매및소매업,골드스타,7,4218875,218244912,5700000,0,0,n,n,20804648,0,0,n,영업점,NA
R00006592,김담학,1962-06-27,57,F,서울시 관악구 보라매동,151-015,010-6561-0917,숙박및음식점업,프리미엄스타,10,810977,43924893,5800000,0,0,n,n,610000,13,12384000,n,영업점,NA
R00006593,지랑애,1955-12-30,64,F,서울시 양천구 목5동,158-055,010-9504-0072,보건업및사회복지서비스업,로얄스타,9,14666662,16354786,5900000,0,0,n,n,620000,0,0,n,영업점,NA
R00006594,유만례,1994-02-26,25,F,서울시 노원구 중계본동,139-229,010-7002-6376,국방및사회보장행정,프리미엄스타,16,497710,2750853,6000000,0,0,n,n,630000,0,0,y,영업점,NA
R00006595,박차용,1983-01-10,36,M,서울시 강북구 수유3동,142-073,010-9722-1324,제조업,MVP스타,5,739826672,13895865,6100000,0,0,n,n,640000,29,18912000,n,영업점,NA
R00006596,이술률,1963-03-22,56,M,서울시 성북구 동선동,136-051,010-7649-8590,숙박및음식점업,프리미엄스타,8,575943,49410888,6200000,0,0,n,n,650000,34,10584000,n,pb센터,NA
R00006597,김번득,1983-07-08,36,F,서울시 송파구 오금동,138-130,010-3077-9507,금융및보험업,프리미엄스타,10,716176,9217328,6300000,0,0,n,n,660000,0,0,y,영업점,NA
R00006598,고흥배,1979-09-16,40,M,서울시 성북구 월곡1동,136-131,010-7463-4603,숙박및음식점업,골드스타,7,5285690,34835970,6400000,0,0,n,n,670000,0,0,n,영업점,NA
R00006599,지완홍,1990-06-30,29,F,서울시 서초구 방배본동,137-069,010-3039-4082,사업시설관리및사업지원서비스업,프리미엄스타,18,945588,226552775,6500000,0,0,n,n,680000,30,1404000,n,영업점,NA
R00006600,김세완,1962-01-22,57,F,서울시 은평구 응암2동,122-012,010-8813-9454,부동산업및임대업,프리미엄스타,7,225940,4265818,6600000,0,0,n,n,690000,0,0,n,영업점,NA
R00006601,손섭심,1963-07-11,56,F,서울시 구로구 수궁동,152-059,010-4512-5462,제조업,프리미엄스타,7,120731,77541905,6700000,0,0,n,n,700000,37,17736000,n,영업점,NA
R00006602,최계철,1979-06-13,40,M,서울시 마포구 용강동,121-070,010-9853-3878,금융및보험업,골드스타,21,7308227,2279131,6800000,0,0,n,n,710000,25,19308000,n,콜센터,NA
R00006603,한경건,1976-03-25,43,F,서울시 강서구 화곡1동,157-011,010-4550-2779,도매및소매업,프리미엄스타,11,107495,1353702,6900000,0,0,n,n,720000,39,7224000,n,영업점,NA
R00006604,한견청,1962-08-20,57,M,서울시 은평구 갈현2동,122-052,010-5267-3581,스포츠및여가관련서비스업,프리미엄스타,9,611921,3141836,7000000,0,0,n,n,730000,21,20580000,n,영업점,NA
R00006605,조내흡,1953-05-01,66,M,서울시 구로구 개봉2동,152-092,010-1834-1444,과학및기술서비스업,프리미엄스타,13,559270,17361941,7100000,0,0,n,n,740000,0,0,n,영업점,NA
R00006606,이한풍,1989-04-23,30,M,서울시 중랑구 중화1동,131-121,010-5258-7566,숙박및음식점업,프리미엄스타,5,861613,20502045,7200000,0,0,y,n,10064410,19,12576000,n,pb센터,NA
R00006607,이팔기,1974-05-10,45,F,서울시 구로구 구로2동,152-052,010-7901-7858,제조업,프리미엄스타,9,139175,34670865,7300000,0,0,n,n,22929226,12,18444000,n,영업점,NA
R00006608,지감둘,1966-10-14,53,M,서울시 서초구 양재1동,137-131,010-6297-4045,방송통신및정보서비스업,골드스타,5,3529187,16938170,7400000,0,0,n,n,35800008,22,5472000,n,영업점,NA
R00006609,이장온,1968-07-21,51,F,서울시 강북구 송중동,142-101,010-6642-0415,스포츠및여가관련서비스업,프리미엄스타,8,644695,7441730,7500000,0,0,n,n,750000,31,23076000,n,영업점,NA
R00006610,홍인후,1962-01-27,57,F,서울시 중랑구 면목4동,131-204,010-6031-3870,숙박및음식점업,프리미엄스타,18,305928,929249967,7600000,0,0,n,n,760000,0,0,n,영업점,NA
R00006611,박양갑,1967-04-09,52,M,서울시 송파구 삼전동,138-180,010-6217-9160,건설업,골드스타,10,8406038,20376112,7700000,0,0,n,n,770000,0,0,n,pb센터,NA
R00006612,강묘출,1980-06-02,39,M,서울시 서대문구 홍1동,120-091,010-5287-8356,건설업,골드스타,7,3690611,15674929,7800000,0,0,n,n,780000,0,0,n,영업점,NA
R00006613,이산기,1947-12-04,72,F,서울시 성북구 종암동,136-090,010-5583-9280,제조업,로얄스타,9,10798175,9978579,7900000,0,0,n,n,14138660,0,0,n,콜센터,NA
R00006614,이군권,1977-08-01,42,F,서울시 노원구 상계8동,139-208,010-5555-5441,방송통신및정보서비스업,프리미엄스타,2,292981,24231218,8000000,0,0,n,n,790000,22,708000,n,영업점,NA
R00006615,서오청,1965-06-06,54,F,서울시 중랑구 면목본동,131-208,010-8312-3308,국방및사회보장행정,프리미엄스타,1,91320,4398062,8100000,0,0,n,n,800000,21,372000,n,영업점,NA
R00006616,강군롱,1964-11-23,55,F,서울시 양천구 목5동,158-055,010-2749-3155,보건업및사회복지서비스업,프리미엄스타,17,67780,63152644,8200000,155000000,0,n,n,810000,0,0,n,영업점,NA
R00006617,김솔육,1978-07-23,41,F,서울시 도봉구 창4동,132-044,010-7562-1513,제조업,프리미엄스타,7,372339,47505481,8300000,0,0,y,n,820000,21,16908000,n,영업점,NA
R00006618,임등능,1959-10-19,60,M,서울시 중구 다산동,100-080,010-6824-0966,건설업,골드스타,5,9948458,103702687,8400000,0,0,n,n,830000,27,8364000,n,영업점,NA
R00006619,정면옥,1978-10-27,41,F,서울시 금천구 신길1동,150-051,010-8341-2168,스포츠및여가관련서비스업,프리미엄스타,5,185093,3187797,8500000,0,0,n,n,840000,34,10644000,n,pb센터,NA
R00006620,손엽웅,1981-11-28,38,M,서울시 도봉구 쌍문1동,132-031,010-9290-6028,보건업및사회복지서비스업,골드스타,10,7443502,42361980,8600000,0,0,n,n,850000,0,0,n,영업점,NA
R00006621,김범용,1967-04-05,52,M,서울시 은평구 신사1동,122-081,010-1101-2302,도매및소매업,프리미엄스타,18,477864,92814695,8700000,0,0,y,n,23956154,0,0,n,영업점,NA
R00006622,홍생균,1954-07-09,65,M,서울시 은평구 불광2동,122-042,010-9695-9881,교육서비스업,프리미엄스타,20,42463,4469934,8800000,0,0,n,n,860000,36,9912000,n,pb센터,NA
R00006623,하구증,1970-05-18,49,M,서울시 강동구 암사1동,134-051,010-1589-6818,숙박및음식점업,프리미엄스타,14,659942,1570342,8900000,0,0,n,n,870000,0,0,n,pb센터,NA
R00006624,이종슬,1960-05-15,59,M,서울시 중랑구 면목4동,131-204,010-7795-8216,제조업,프리미엄스타,15,553282,41497977,9000000,0,0,n,n,880000,15,8316000,n,콜센터,NA
R00006625,정박덕,1988-08-17,31,M,서울시 노원구 중계4동,139-224,010-3203-0484,제조업,골드스타,14,9393961,43986989,9100000,5500000,1375000,n,n,34057470,26,20640000,n,영업점,NA
R00006626,류래염,1974-03-02,45,F,서울시 노원구 하계1동,139-231,010-6760-8893,제조업,프리미엄스타,8,862826,53886038,9200000,0,0,n,n,34474991,0,0,n,영업점,NA
R00006627,이항제,1998-02-17,21,F,서울시 강남구 일원2동,135-232,010-4450-6876,과학및기술서비스업,프리미엄스타,9,463824,47350664,9300000,0,0,n,n,890000,36,2076000,n,영업점,NA
R00006628,조광중,1982-03-26,37,M,서울시 도봉구 창2동,132-042,010-2740-0011,운수업,프리미엄스타,6,968074,15650344,9400000,0,0,y,n,900000,0,0,n,영업점,NA
R00006629,김춘점,1974-04-05,45,F,서울시 구로구 수궁동,152-059,010-8649-1364,도매및소매업,로얄스타,12,15081927,2977169,9500000,0,0,n,n,35632345,0,0,n,영업점,NA
R00006630,김령별,1962-10-27,57,F,서울시 은평구 구산동,122-060,010-9252-2876,제조업,프리미엄스타,17,156619,42795073,9600000,0,0,n,n,910000,0,0,n,pb센터,NA
R00006631,김시우,1980-12-24,39,F,서울시 마포구 망원1동,121-231,010-3383-3014,도매및소매업,프리미엄스타,17,547461,2087651,9700000,0,0,n,n,920000,0,0,n,영업점,NA
R00006632,김창금,1969-11-19,50,F,서울시 송파구 방이2동,138-052,010-1190-6971,도매및소매업,프리미엄스타,18,781347,10477940,9800000,0,0,n,n,930000,0,0,n,영업점,NA
R00006633,이이욱,1994-10-26,25,F,서울시 금천구 도림동,150-080,010-5447-5095,사업시설관리및사업지원서비스업,골드스타,5,5298216,60860251,9900000,0,0,n,n,116914539,0,0,n,영업점,NA
R00006634,이음겸,1982-10-10,37,F,서울시 중구 신당동,100-450,010-5135-3111,보건업및사회복지서비스업,골드스타,22,6673768,33068496,100000,0,0,n,n,60329722,20,16464000,n,pb센터,NA
R00006635,이유준,1967-03-18,52,F,서울시 송파구 잠실7동,138-227,010-4653-5780,사업시설관리및사업지원서비스업,프리미엄스타,13,813356,230734804,200000,0,0,y,n,55339119,0,0,n,영업점,NA
R00006636,문효학,1981-04-10,38,F,서울시 종로구 숭인2동,110-552,010-1927-9167,숙박및음식점업,골드스타,1,5080519,66987135,300000,0,0,n,n,940000,0,0,n,영업점,NA
R00006637,김여향,1987-09-24,32,M,서울시 양천구 목1동,158-051,010-4524-6609,도매및소매업,프리미엄스타,7,457996,4871064,400000,0,0,n,n,950000,40,11700000,n,pb센터,NA
R00006638,주나늠,1953-10-24,66,M,서울시 강서구 화곡6동,157-016,010-1210-9884,금융및보험업,프리미엄스타,16,987492,24559155,500000,0,0,n,n,960000,0,0,n,영업점,NA
R00006639,김정숙,1951-11-14,68,M,서울시 마포구 망원1동,121-231,010-6383-5942,제조업,프리미엄스타,12,417862,5137854,600000,0,0,n,n,970000,31,21528000,n,영업점,NA
R00006640,김팔순,1958-11-21,61,F,서울시 관악구 낙성대동,151-029,010-2110-6580,보건업및사회복지서비스업,프리미엄스타,7,356392,75561671,700000,0,0,y,n,980000,0,0,n,영업점,NA
R00006641,이예손,1952-09-27,67,F,서울시 서대문구 북아현동,120-190,010-1134-4256,도매및소매업,프리미엄스타,10,453119,8257343,800000,0,0,n,n,990000,0,0,n,영업점,NA
R00006642,임빈사,1968-04-09,51,F,서울시 도봉구 창3동,132-043,010-2519-5981,교육서비스업,프리미엄스타,20,918216,21061352,900000,0,0,n,n,100000,0,0,n,영업점,NA
R00006643,한재을,1987-12-21,32,F,서울시 용산구 후암동,140-190,010-2514-5488,도매및소매업,프리미엄스타,18,642134,449603080,1000000,0,0,y,n,110000,0,0,n,영업점,NA
R00006644,정간돈,1954-03-26,65,M,서울시 은평구 응암1동,122-011,010-6060-2949,도매및소매업,프리미엄스타,3,380316,23738161,1100000,0,0,n,n,120000,35,960000,n,영업점,NA
